1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5,11,23,47,95,191,383,767,1535,3071,6143,12287,24575,49151,98303,196607,393215
1,5,15,41,105,257,609,1409,3201,7169,15873,34817,75777,163841,352257,753665,1605633,3407873
1,5,15,45,131,367,991,2591,6591,16383,39935,95743,226303,528383,1220607,2793471,6340607,14286847
1,5,15,45,135,401,1169,3329,9249,25089,66561,173057,441857,1110017,2748417,6717441,16228353,38797313
1,5,15,45,135,405,1211,3591,10511,30271,85631,237823,648703,1739263,4588543,11925503,30568447,77365247
1,5,15,45,135,405,1215,3641,10873,32257,94785,275201,788225,2225153,6189569,16967681,45860865,122290177
1,5,15,45,135,405,1215,3645,10931,32735,97727,290239,855679,2499583,7224319,20638207,58244095,162349055
1,5,15,45,135,405,1215,3645,10935,32801,98337,294401,879041,2613761,7727105,22678529,65995265,190234625
1,5,15,45,135,405,1215,3645,10935,32805,98411,295159,884719,2648479,7910719,23548543,69775615,205546495
1,5,15,45,135,405,1215,3645,10935,32805,98415,295241,885641,2656001,7960481,23831681,71211905,212199425
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885731,2657103,7970207,23900895,71633471,214478847
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657201,7971505,23913217,71727329,215088129
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657205,7971611,23914727,71742671,215212671
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657205,7971615,23914841,71744409,215231489
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657205,7971615,23914845,71744531,215233471
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657205,7971615,23914845,71744535,215233601
1,5,15,45,135,405,1215,3645,10935,32805,98415,295245,885735,2657205,7971615,23914845,71744535,215233605
